method,method_label,n_seeds,actionable_utility_mean,lambda_cost,eta_cost,gamma_cost,nuisance_mode
qk_mmd_zz,QK-MMD ZZ,30,2.589017161067614,2.0,2.0,0.01,total
energy_distance,Energy distance,30,-0.7267653050085452,2.0,2.0,0.05,total
jsd,JSD,30,1.0371592098315403,2.0,2.0,0.05,total
ks_max,KS-max,30,2.507264510498693,2.0,2.0,0.05,total
mmd_rbf,MMD-RBF,30,1.6011260731650205,2.0,2.0,0.05,total
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,1.6959812376644308,2.0,2.0,0.05,total
qk_mmd_zz,QK-MMD ZZ,30,1.9211274720047369,2.0,2.0,0.05,total
energy_distance,Energy distance,30,-0.7326972766837571,2.0,2.0,0.1,total
jsd,JSD,30,1.0349955029964137,2.0,2.0,0.1,total
ks_max,KS-max,30,2.4861436043307186,2.0,2.0,0.1,total
mmd_rbf,MMD-RBF,30,1.4051167296633744,2.0,2.0,0.1,total
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,0.8044624753288614,2.0,2.0,0.1,total
qk_mmd_zz,QK-MMD ZZ,30,1.08626536067614,2.0,2.0,0.1,total
energy_distance,Energy distance,30,11.879166666666666,0.0,0.0,0.0,excess_clipped
jsd,JSD,30,11.505989583333333,0.0,0.0,0.0,excess_clipped
ks_max,KS-max,30,11.128385416666667,0.0,0.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,11.397135416666666,0.0,0.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,11.254166666666666,0.0,0.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,11.889322916666666,0.0,0.0,0.0,excess_clipped
energy_distance,Energy distance,30,11.877980272331625,0.0,0.0,0.01,excess_clipped
jsd,JSD,30,11.505556841966307,0.0,0.0,0.01,excess_clipped
ks_max,KS-max,30,11.124161235433071,0.0,0.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,11.357933547966336,0.0,0.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,11.075862914199552,0.0,0.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,11.722350494400947,0.0,0.0,0.01,excess_clipped
energy_distance,Energy distance,30,11.873234694991455,0.0,0.0,0.05,excess_clipped
jsd,JSD,30,11.503825876498206,0.0,0.0,0.05,excess_clipped
ks_max,KS-max,30,11.107264510498691,0.0,0.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,11.201126073165021,0.0,0.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.362647904331096,0.0,0.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,11.05446080533807,0.0,0.0,0.05,excess_clipped
energy_distance,Energy distance,30,11.867302723316243,0.0,0.0,0.1,excess_clipped
jsd,JSD,30,11.501662169663081,0.0,0.0,0.1,excess_clipped
ks_max,KS-max,30,11.086143604330719,0.0,0.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,11.005116729663374,0.0,0.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.471129141995528,0.0,0.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.219598694009473,0.0,0.0,0.1,excess_clipped
energy_distance,Energy distance,30,11.704166666666667,0.0,0.25,0.0,excess_clipped
jsd,JSD,30,11.22265625,0.0,0.25,0.0,excess_clipped
ks_max,KS-max,30,10.98671875,0.0,0.25,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,11.30546875,0.0,0.25,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,11.1125,0.0,0.25,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,11.664322916666666,0.0,0.25,0.0,excess_clipped
energy_distance,Energy distance,30,11.702980272331624,0.0,0.25,0.01,excess_clipped
jsd,JSD,30,11.222223508632974,0.0,0.25,0.01,excess_clipped
ks_max,KS-max,30,10.982494568766406,0.0,0.25,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,11.26626688129967,0.0,0.25,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.934196247532887,0.0,0.25,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,11.497350494400946,0.0,0.25,0.01,excess_clipped
energy_distance,Energy distance,30,11.698234694991454,0.0,0.25,0.05,excess_clipped
jsd,JSD,30,11.220492543164873,0.0,0.25,0.05,excess_clipped
ks_max,KS-max,30,10.965597843832025,0.0,0.25,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,11.109459406498354,0.0,0.25,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.22098123766443,0.0,0.25,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.829460805338071,0.0,0.25,0.05,excess_clipped
energy_distance,Energy distance,30,11.692302723316242,0.0,0.25,0.1,excess_clipped
jsd,JSD,30,11.218328836329748,0.0,0.25,0.1,excess_clipped
ks_max,KS-max,30,10.944476937664053,0.0,0.25,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,10.913450062996708,0.0,0.25,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.32946247532886,0.0,0.25,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.994598694009474,0.0,0.25,0.1,excess_clipped
energy_distance,Energy distance,30,11.529166666666667,0.0,0.5,0.0,excess_clipped
jsd,JSD,30,10.939322916666667,0.0,0.5,0.0,excess_clipped
ks_max,KS-max,30,10.845052083333334,0.0,0.5,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,11.213802083333333,0.0,0.5,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.970833333333333,0.0,0.5,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,11.439322916666667,0.0,0.5,0.0,excess_clipped
energy_distance,Energy distance,30,11.527980272331625,0.0,0.5,0.01,excess_clipped
jsd,JSD,30,10.93889017529964,0.0,0.5,0.01,excess_clipped
ks_max,KS-max,30,10.840827902099738,0.0,0.5,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,11.174600214633005,0.0,0.5,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.79252958086622,0.0,0.5,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,11.272350494400946,0.0,0.5,0.01,excess_clipped
energy_distance,Energy distance,30,11.523234694991455,0.0,0.5,0.05,excess_clipped
jsd,JSD,30,10.93715920983154,0.0,0.5,0.05,excess_clipped
ks_max,KS-max,30,10.823931177165358,0.0,0.5,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,11.017792739831687,0.0,0.5,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.079314570997763,0.0,0.5,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.604460805338071,0.0,0.5,0.05,excess_clipped
energy_distance,Energy distance,30,11.517302723316243,0.0,0.5,0.1,excess_clipped
jsd,JSD,30,10.934995502996413,0.0,0.5,0.1,excess_clipped
ks_max,KS-max,30,10.802810270997385,0.0,0.5,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,10.82178339633004,0.0,0.5,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.187795808662194,0.0,0.5,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.769598694009472,0.0,0.5,0.1,excess_clipped
energy_distance,Energy distance,30,11.179166666666667,0.0,1.0,0.0,excess_clipped
jsd,JSD,30,10.37265625,0.0,1.0,0.0,excess_clipped
ks_max,KS-max,30,10.56171875,0.0,1.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,11.03046875,0.0,1.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.6875,0.0,1.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.989322916666667,0.0,1.0,0.0,excess_clipped
energy_distance,Energy distance,30,11.177980272331625,0.0,1.0,0.01,excess_clipped
jsd,JSD,30,10.372223508632974,0.0,1.0,0.01,excess_clipped
ks_max,KS-max,30,10.557494568766405,0.0,1.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,10.991266881299671,0.0,1.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.509196247532886,0.0,1.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.822350494400947,0.0,1.0,0.01,excess_clipped
energy_distance,Energy distance,30,11.173234694991455,0.0,1.0,0.05,excess_clipped
jsd,JSD,30,10.370492543164874,0.0,1.0,0.05,excess_clipped
ks_max,KS-max,30,10.540597843832025,0.0,1.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,10.834459406498354,0.0,1.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.79598123766443,0.0,1.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.15446080533807,0.0,1.0,0.05,excess_clipped
energy_distance,Energy distance,30,11.167302723316244,0.0,1.0,0.1,excess_clipped
jsd,JSD,30,10.368328836329747,0.0,1.0,0.1,excess_clipped
ks_max,KS-max,30,10.519476937664052,0.0,1.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,10.638450062996707,0.0,1.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.904462475328861,0.0,1.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.319598694009473,0.0,1.0,0.1,excess_clipped
energy_distance,Energy distance,30,10.479166666666666,0.0,2.0,0.0,excess_clipped
jsd,JSD,30,9.239322916666667,0.0,2.0,0.0,excess_clipped
ks_max,KS-max,30,9.995052083333333,0.0,2.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,10.663802083333334,0.0,2.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.120833333333334,0.0,2.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.089322916666667,0.0,2.0,0.0,excess_clipped
energy_distance,Energy distance,30,10.477980272331624,0.0,2.0,0.01,excess_clipped
jsd,JSD,30,9.238890175299641,0.0,2.0,0.01,excess_clipped
ks_max,KS-max,30,9.990827902099738,0.0,2.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,10.624600214633004,0.0,2.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.94252958086622,0.0,2.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.922350494400947,0.0,2.0,0.01,excess_clipped
energy_distance,Energy distance,30,10.473234694991454,0.0,2.0,0.05,excess_clipped
jsd,JSD,30,9.237159209831539,0.0,2.0,0.05,excess_clipped
ks_max,KS-max,30,9.973931177165358,0.0,2.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,10.467792739831687,0.0,2.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.229314570997763,0.0,2.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.254460805338072,0.0,2.0,0.05,excess_clipped
energy_distance,Energy distance,30,10.467302723316243,0.0,2.0,0.1,excess_clipped
jsd,JSD,30,9.234995502996414,0.0,2.0,0.1,excess_clipped
ks_max,KS-max,30,9.952810270997386,0.0,2.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,10.271783396330042,0.0,2.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.337795808662195,0.0,2.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.419598694009473,0.0,2.0,0.1,excess_clipped
energy_distance,Energy distance,30,11.3525,0.1,0.0,0.0,excess_clipped
jsd,JSD,30,11.145989583333334,0.1,0.0,0.0,excess_clipped
ks_max,KS-max,30,10.78171875,0.1,0.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,10.987135416666666,0.1,0.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.934166666666666,0.1,0.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,11.57265625,0.1,0.0,0.0,excess_clipped
energy_distance,Energy distance,30,11.351313605664958,0.1,0.0,0.01,excess_clipped
jsd,JSD,30,11.145556841966307,0.1,0.0,0.01,excess_clipped
ks_max,KS-max,30,10.777494568766404,0.1,0.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,10.947933547966336,0.1,0.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.755862914199552,0.1,0.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,11.405683827734281,0.1,0.0,0.01,excess_clipped
energy_distance,Energy distance,30,11.346568028324787,0.1,0.0,0.05,excess_clipped
jsd,JSD,30,11.143825876498205,0.1,0.0,0.05,excess_clipped
ks_max,KS-max,30,10.760597843832025,0.1,0.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,10.791126073165021,0.1,0.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.042647904331096,0.1,0.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.737794138671402,0.1,0.0,0.05,excess_clipped
energy_distance,Energy distance,30,11.340636056649576,0.1,0.0,0.1,excess_clipped
jsd,JSD,30,11.14166216966308,0.1,0.0,0.1,excess_clipped
ks_max,KS-max,30,10.739476937664051,0.1,0.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,10.595116729663374,0.1,0.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.15112914199553,0.1,0.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.902932027342807,0.1,0.0,0.1,excess_clipped
energy_distance,Energy distance,30,11.1775,0.1,0.25,0.0,excess_clipped
jsd,JSD,30,10.862656249999999,0.1,0.25,0.0,excess_clipped
ks_max,KS-max,30,10.640052083333332,0.1,0.25,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,10.89546875,0.1,0.25,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.792499999999999,0.1,0.25,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,11.34765625,0.1,0.25,0.0,excess_clipped
energy_distance,Energy distance,30,11.176313605664957,0.1,0.25,0.01,excess_clipped
jsd,JSD,30,10.862223508632974,0.1,0.25,0.01,excess_clipped
ks_max,KS-max,30,10.635827902099738,0.1,0.25,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,10.85626688129967,0.1,0.25,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.614196247532885,0.1,0.25,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,11.18068382773428,0.1,0.25,0.01,excess_clipped
energy_distance,Energy distance,30,11.171568028324788,0.1,0.25,0.05,excess_clipped
jsd,JSD,30,10.860492543164872,0.1,0.25,0.05,excess_clipped
ks_max,KS-max,30,10.61893117716536,0.1,0.25,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,10.699459406498354,0.1,0.25,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.90098123766443,0.1,0.25,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.512794138671403,0.1,0.25,0.05,excess_clipped
energy_distance,Energy distance,30,11.165636056649577,0.1,0.25,0.1,excess_clipped
jsd,JSD,30,10.858328836329747,0.1,0.25,0.1,excess_clipped
ks_max,KS-max,30,10.597810270997384,0.1,0.25,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,10.503450062996707,0.1,0.25,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.009462475328862,0.1,0.25,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.677932027342807,0.1,0.25,0.1,excess_clipped
energy_distance,Energy distance,30,11.0025,0.1,0.5,0.0,excess_clipped
jsd,JSD,30,10.579322916666666,0.1,0.5,0.0,excess_clipped
ks_max,KS-max,30,10.498385416666666,0.1,0.5,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,10.803802083333332,0.1,0.5,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.650833333333333,0.1,0.5,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,11.12265625,0.1,0.5,0.0,excess_clipped
energy_distance,Energy distance,30,11.001313605664958,0.1,0.5,0.01,excess_clipped
jsd,JSD,30,10.578890175299641,0.1,0.5,0.01,excess_clipped
ks_max,KS-max,30,10.49416123543307,0.1,0.5,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,10.764600214633003,0.1,0.5,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.472529580866219,0.1,0.5,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.95568382773428,0.1,0.5,0.01,excess_clipped
energy_distance,Energy distance,30,10.996568028324788,0.1,0.5,0.05,excess_clipped
jsd,JSD,30,10.577159209831539,0.1,0.5,0.05,excess_clipped
ks_max,KS-max,30,10.477264510498692,0.1,0.5,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,10.607792739831687,0.1,0.5,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.759314570997763,0.1,0.5,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.287794138671403,0.1,0.5,0.05,excess_clipped
energy_distance,Energy distance,30,10.990636056649576,0.1,0.5,0.1,excess_clipped
jsd,JSD,30,10.574995502996414,0.1,0.5,0.1,excess_clipped
ks_max,KS-max,30,10.456143604330718,0.1,0.5,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,10.41178339633004,0.1,0.5,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.867795808662192,0.1,0.5,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.452932027342806,0.1,0.5,0.1,excess_clipped
energy_distance,Energy distance,30,10.6525,0.1,1.0,0.0,excess_clipped
jsd,JSD,30,10.01265625,0.1,1.0,0.0,excess_clipped
ks_max,KS-max,30,10.215052083333331,0.1,1.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,10.620468749999999,0.1,1.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.3675,0.1,1.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.67265625,0.1,1.0,0.0,excess_clipped
energy_distance,Energy distance,30,10.651313605664958,0.1,1.0,0.01,excess_clipped
jsd,JSD,30,10.012223508632975,0.1,1.0,0.01,excess_clipped
ks_max,KS-max,30,10.210827902099739,0.1,1.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,10.58126688129967,0.1,1.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.189196247532886,0.1,1.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.50568382773428,0.1,1.0,0.01,excess_clipped
energy_distance,Energy distance,30,10.646568028324788,0.1,1.0,0.05,excess_clipped
jsd,JSD,30,10.010492543164872,0.1,1.0,0.05,excess_clipped
ks_max,KS-max,30,10.193931177165359,0.1,1.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,10.424459406498354,0.1,1.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.47598123766443,0.1,1.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.837794138671402,0.1,1.0,0.05,excess_clipped
energy_distance,Energy distance,30,10.640636056649576,0.1,1.0,0.1,excess_clipped
jsd,JSD,30,10.008328836329747,0.1,1.0,0.1,excess_clipped
ks_max,KS-max,30,10.172810270997385,0.1,1.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,10.228450062996707,0.1,1.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.58446247532886,0.1,1.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.002932027342807,0.1,1.0,0.1,excess_clipped
energy_distance,Energy distance,30,9.952499999999999,0.1,2.0,0.0,excess_clipped
jsd,JSD,30,8.879322916666666,0.1,2.0,0.0,excess_clipped
ks_max,KS-max,30,9.648385416666665,0.1,2.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,10.253802083333333,0.1,2.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.800833333333333,0.1,2.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.77265625,0.1,2.0,0.0,excess_clipped
energy_distance,Energy distance,30,9.951313605664957,0.1,2.0,0.01,excess_clipped
jsd,JSD,30,8.87889017529964,0.1,2.0,0.01,excess_clipped
ks_max,KS-max,30,9.644161235433073,0.1,2.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,10.214600214633004,0.1,2.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.62252958086622,0.1,2.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.60568382773428,0.1,2.0,0.01,excess_clipped
energy_distance,Energy distance,30,9.946568028324787,0.1,2.0,0.05,excess_clipped
jsd,JSD,30,8.87715920983154,0.1,2.0,0.05,excess_clipped
ks_max,KS-max,30,9.627264510498692,0.1,2.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,10.057792739831687,0.1,2.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.909314570997763,0.1,2.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.937794138671402,0.1,2.0,0.05,excess_clipped
energy_distance,Energy distance,30,9.940636056649575,0.1,2.0,0.1,excess_clipped
jsd,JSD,30,8.874995502996414,0.1,2.0,0.1,excess_clipped
ks_max,KS-max,30,9.606143604330718,0.1,2.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,9.861783396330042,0.1,2.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.017795808662195,0.1,2.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.102932027342806,0.1,2.0,0.1,excess_clipped
energy_distance,Energy distance,30,10.5625,0.25,0.0,0.0,excess_clipped
jsd,JSD,30,10.605989583333333,0.25,0.0,0.0,excess_clipped
ks_max,KS-max,30,10.26171875,0.25,0.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,10.372135416666667,0.25,0.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.454166666666667,0.25,0.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,11.09765625,0.25,0.0,0.0,excess_clipped
energy_distance,Energy distance,30,10.561313605664958,0.25,0.0,0.01,excess_clipped
jsd,JSD,30,10.605556841966308,0.25,0.0,0.01,excess_clipped
ks_max,KS-max,30,10.257494568766406,0.25,0.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,10.332933547966338,0.25,0.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.275862914199553,0.25,0.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.93068382773428,0.25,0.0,0.01,excess_clipped
energy_distance,Energy distance,30,10.556568028324788,0.25,0.0,0.05,excess_clipped
jsd,JSD,30,10.603825876498206,0.25,0.0,0.05,excess_clipped
ks_max,KS-max,30,10.240597843832026,0.25,0.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,10.17612607316502,0.25,0.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.562647904331097,0.25,0.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.262794138671405,0.25,0.0,0.05,excess_clipped
energy_distance,Energy distance,30,10.550636056649576,0.25,0.0,0.1,excess_clipped
jsd,JSD,30,10.601662169663081,0.25,0.0,0.1,excess_clipped
ks_max,KS-max,30,10.219476937664052,0.25,0.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,9.980116729663374,0.25,0.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.671129141995527,0.25,0.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.427932027342807,0.25,0.0,0.1,excess_clipped
energy_distance,Energy distance,30,10.3875,0.25,0.25,0.0,excess_clipped
jsd,JSD,30,10.32265625,0.25,0.25,0.0,excess_clipped
ks_max,KS-max,30,10.120052083333333,0.25,0.25,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,10.28046875,0.25,0.25,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.3125,0.25,0.25,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.87265625,0.25,0.25,0.0,excess_clipped
energy_distance,Energy distance,30,10.386313605664958,0.25,0.25,0.01,excess_clipped
jsd,JSD,30,10.322223508632975,0.25,0.25,0.01,excess_clipped
ks_max,KS-max,30,10.115827902099738,0.25,0.25,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,10.241266881299671,0.25,0.25,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.134196247532886,0.25,0.25,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.70568382773428,0.25,0.25,0.01,excess_clipped
energy_distance,Energy distance,30,10.381568028324788,0.25,0.25,0.05,excess_clipped
jsd,JSD,30,10.320492543164873,0.25,0.25,0.05,excess_clipped
ks_max,KS-max,30,10.098931177165358,0.25,0.25,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,10.084459406498354,0.25,0.25,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.42098123766443,0.25,0.25,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.037794138671405,0.25,0.25,0.05,excess_clipped
energy_distance,Energy distance,30,10.375636056649576,0.25,0.25,0.1,excess_clipped
jsd,JSD,30,10.318328836329748,0.25,0.25,0.1,excess_clipped
ks_max,KS-max,30,10.077810270997386,0.25,0.25,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,9.888450062996707,0.25,0.25,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.529462475328861,0.25,0.25,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.202932027342806,0.25,0.25,0.1,excess_clipped
energy_distance,Energy distance,30,10.2125,0.25,0.5,0.0,excess_clipped
jsd,JSD,30,10.039322916666666,0.25,0.5,0.0,excess_clipped
ks_max,KS-max,30,9.978385416666667,0.25,0.5,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,10.188802083333334,0.25,0.5,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,10.170833333333333,0.25,0.5,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.64765625,0.25,0.5,0.0,excess_clipped
energy_distance,Energy distance,30,10.211313605664959,0.25,0.5,0.01,excess_clipped
jsd,JSD,30,10.03889017529964,0.25,0.5,0.01,excess_clipped
ks_max,KS-max,30,9.97416123543307,0.25,0.5,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,10.149600214633004,0.25,0.5,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.99252958086622,0.25,0.5,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.48068382773428,0.25,0.5,0.01,excess_clipped
energy_distance,Energy distance,30,10.206568028324789,0.25,0.5,0.05,excess_clipped
jsd,JSD,30,10.03715920983154,0.25,0.5,0.05,excess_clipped
